"MATCH_SCORE","ID_1","NAME_1","HOSTNAME_1","NEIGHB_1","LATITUDE_1","LONGITUDE_1","ROOM_TYPE_1","ID_2","NAME_2","HOSTNAME_2","NEIGHB_2","LATITUDE_2","LONGITUDE_2","ROOM_TYPE_2"
"100","675675","Angolo Romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","4,190,909","1,244,512","Private room","268618","angolo romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","4,190,938","1,244,607","Private room"
"100","677599","Angolo Romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","4,190,905","1,244,511","Private room","268618","angolo romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","4,190,938","1,244,607","Private room"
"100","677815","Angolo Romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","419,079","124,444","Private room","268618","angolo romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","4,190,938","1,244,607","Private room"
"100","354949","Private room w/bathroom Rainbow b&b","Michela","I Centro Storico","4,190,981","1,245,758","Entire home/apt","316438","Private room w/bathroom Rainbow b&b","Michela","I Centro Storico","4,191,024","1,245,733","Entire home/apt"
"100","711057","Gelsomina room in S.Pietro Double","Mattia","I Centro Storico","419,063","1,245,823","Private room","339909","Gelsomina room in S.Pietro double","Mattia","I Centro Storico","4,190,767","1,245,706","Private room"
"100","552958","Romahouse Vatican View Apartment 11","Daniela","XIII Aurelia","4,189,642","1,244,813","Entire home/apt","400179","Romahouse Vatican View Apartment 11","Daniela","XIII Aurelia","4,189,636","1,244,932","Entire home/apt"
"100","678572","Bright rooms in the heart of Rome","Davide","VIII Appia Antica","418,536","1,247,476","Private room","621975","Bright room in the heart of Rome","Davide","VIII Appia Antica","4,185,502","1,247,387","Private room"
"100","678599","Bright rooms in the heart of Rome","Davide","VIII Appia Antica","4,185,421","1,247,472","Private room","621975","Bright room in the heart of Rome","Davide","VIII Appia Antica","4,185,502","1,247,387","Private room"
"100","677599","Angolo Romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","4,190,905","1,244,511","Private room","675675","Angolo Romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","4,190,909","1,244,512","Private room"
"100","677815","Angolo Romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","419,079","124,444","Private room","675675","Angolo Romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","4,190,909","1,244,512","Private room"
"100","677815","Angolo Romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","419,079","124,444","Private room","677599","Angolo Romano b&b Vaticano M.Cipro","Gianfranco","I Centro Storico","4,190,905","1,244,511","Private room"
"100","678599","Bright rooms in the heart of Rome","Davide","VIII Appia Antica","4,185,421","1,247,472","Private room","678572","Bright rooms in the heart of Rome","Davide","VIII Appia Antica","418,536","1,247,476","Private room"
"100","1229976","Apartment in Rome on the Lake","Livia","XV Cassia/Flaminia","4,211,997","1,232,845","Entire home/apt","1034024","Apartment in Rome on the Lake","Livia","XV Cassia/Flaminia","4,212,059","123,243","Entire home/apt"
"100","1230046","Apartment in Rome on the Lake","Livia","XV Cassia/Flaminia","4,211,906","1,232,344","Entire home/apt","1034024","Apartment in Rome on the Lake","Livia","XV Cassia/Flaminia","4,212,059","123,243","Entire home/apt"
"100","1054438","B&B - Center of Rome - Termini","Francesca","I Centro Storico","4,190,756","1,249,816","Private room","1002079","B&B - Center of Rome - Termini","Francesca","I Centro Storico","4,190,801","1,249,627","Private room"
"100","1054445","B&B - Center of Rome - Termini","Francesca","I Centro Storico","4,190,788","12,497","Private room","1002079","B&B - Center of Rome - Termini","Francesca","I Centro Storico","4,190,801","1,249,627","Private room"
"100","1054445","B&B - Center of Rome - Termini","Francesca","I Centro Storico","4,190,788","12,497","Private room","1054438","B&B - Center of Rome - Termini","Francesca","I Centro Storico","4,190,756","1,249,816","Private room"
"100","1286823","Dormitory mixed  (M and F)","Romangelo","I Centro Storico","4,190,017","125,022","Shared room","1218665","Dormitory mixed  (M and F)","Romangelo","I Centro Storico","4,189,945","1,250,229","Shared room"
"100","1230046","Apartment in Rome on the Lake","Livia","XV Cassia/Flaminia","4,211,906","1,232,344","Entire home/apt","1229976","Apartment in Rome on the Lake","Livia","XV Cassia/Flaminia","4,211,997","1,232,845","Entire home/apt"
"100","1200376","B&B Le Baruffe","B&B Le Baruffe Paola & Matteo","IX Eur","4,175,743","124,979","Private room","1196630","B&B Le Baruffe","B&B Le Baruffe Paola & Matteo","IX Eur","4,175,756","1,249,745","Private room"
"100","820984","St Peter-Big apart in front of Dome","Nicola","I Centro Storico","4,190,571","1,245,951","Entire home/apt","1325688","St Peter-Big apart in front of Dome","Nicola","I Centro Storico","4,190,703","1,245,759","Entire home/apt"
"100","1272534","Central Rome, room with private bathroom","Sabrina  & Roberto","XII Monte Verde","4,187,384","1,246,161","Private room","1325870","Central Rome, room with private bathroom","Sabrina  & Roberto","XII Monte Verde","4,187,562","1,246,143","Private room"
"100","995864","B&B A Casa di Lia Home in Rome","Lia","II Parioli/Nomentano","4,192,374","124,669","Private room","1480512","B&B A Casa di Lia Home in Rome","Lia","II Parioli/Nomentano","4,192,495","1,246,565","Private room"
"100","1272534","Central Rome, room with private bathroom","Sabrina  & Roberto","XII Monte Verde","4,187,384","1,246,161","Private room","1719412","Central Rome, room with private bathroom","Sabrina  & Roberto","XII Monte Verde","4,187,604","1,246,185","Private room"
"100","1295484","Central Rome, room on Gianicolo Hill","Sabrina  & Roberto","XII Monte Verde","4,187,548","1,246,068","Private room","1722762","Central Rome, room on Gianicolo Hill","Sabrina  & Roberto","XII Monte Verde","4,187,381","1,246,088","Private room"
"100","797304","APARTMENT TRASTEVERE 8 people","Manuela","XII Monte Verde","4,187,931","124,675","Entire home/apt","2001397","Apartment Trastevere 8 people","Manuela","XII Monte Verde","4,188,073","1,246,606","Entire home/apt"
"100","777449","Trastevere 8 bed Apartment","Manuela","XII Monte Verde","4,187,942","1,246,635","Entire home/apt","2698885","Trastevere 8 bed Apartment","Manuela","XII Monte Verde","4,187,901","1,246,576","Entire home/apt"
"100","981164","BIG DOUBLE BEDROOM CLOSE TO METRO A","Marco","XIII Aurelia","4,190,552","1,242,324","Private room","2620391","Big double bedroom close to Metro A","Marco","XIII Aurelia","4,190,278","1,241,773","Private room"
"100","1248421","Colosseo - Independent Apartment with Living Room","Maria Alberta","I Centro Storico","4,188,687","1,249,831","Entire home/apt","2855389","Colosseo - Independent Apartment with Living Room","Maria Alberta","I Centro Storico","4,188,692","1,249,832","Entire home/apt"
"100","683861","Green Apartments Rome N°4","Andrea","I Centro Storico","4,188,967","1,250,171","Entire home/apt","5178700","Green Apartments Rome N°3","Andrea","I Centro Storico","4,188,947","1,250,106","Entire home/apt"
"100","1248421","Colosseo - Independent Apartment with Living Room","Maria Alberta","I Centro Storico","4,188,687","1,249,831","Entire home/apt","6507223","Colosseo - Independent Apartment with Living Room","Maria Alberta","I Centro Storico","4,188,818","1,249,673","Entire home/apt"
"100","990775","YOUR HOME AWAY FROM HOME","Giorgio","V Prenestino/Centocelle","4,188,895","1,252,623","Private room","8680346","your home away from home","Giorgio","V Prenestino/Centocelle","4,188,917","1,252,611","Private room"
"100","683861","Green Apartments Rome N°4","Andrea","I Centro Storico","4,188,967","1,250,171","Entire home/apt","4222374","Green Apartments Rome N°2","Andrea","I Centro Storico","4,188,878","124,997","Entire home/apt"
"100","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","4610124","Apartment Trastevere","Manuela","XII Monte Verde","418,806","1,246,775","Entire home/apt"
"100","930540","Locanda Al Viminale","Riccardo","I Centro Storico","4,189,922","1,249,415","Entire home/apt","11898911","locanda al viminale","Riccardo","I Centro Storico","4,189,958","1,249,415","Entire home/apt"
"100","1164706","Le rose B&B camera matrimoniale","Anna","II Parioli/Nomentano","4,192,725","1,251,374","Private room","14438363","Le rose B&B camera matrimoniale","Anna","II Parioli/Nomentano","419,261","125,135","Private room"
"100","1187009","Domus Appia Antica, 2 bedrooms and terrace","Enrico","VII San Giovanni/Cinecittà","4,183,481","1,259,606","Entire home/apt","21847426","Domus Appia Antica, 2 bedrooms and terrace","Enrico","VII San Giovanni/Cinecittà","4,183,354","1,259,602","Entire home/apt"
"100","831224","Loft in Rome","Andrea","VI Roma delle Torri","4,187,328","1,259,528","Entire home/apt","28206657","Loft in Rome","Andrea","I Centro Storico","41,895","1,250,042","Entire home/apt"
"100","1077984","Splendid Modern in Trastevere","Marco","I Centro Storico","4,188,815","1,247,064","Entire home/apt","106","Splendid Modern in Trastevere","Marco","I Centro Storico","4,188,815","1,247,064","Entire home/apt"
"100","1078201","B & B Room at St. John Lateran","Fatinha","VII San Giovanni/Cinecittà","4,188,023","1,250,686","Private room","107","B & B Room at St. John Lateran","Fatinha","VII San Giovanni/Cinecittà","4,188,023","1,250,686","Private room"
"100","1078734","The Palatine Garden Apartment","Maurizio","I Centro Storico","418,913","1,248,315","Entire home/apt","108","The Palatine Garden Apartment","Maurizio","I Centro Storico","418,913","1,248,315","Entire home/apt"
"100","1075281","Villa&giardino Appia Antica -FreeParkingArea","Anna","VIII Appia Antica","4,183,656","1,254,703","Entire home/apt","105","Villa&giardino Appia Antica -FreeParkingArea","Anna","VIII Appia Antica","4,183,656","1,254,703","Entire home/apt"
"98","553345","Coloured room in San Giovanni!","Anna Rita","VII San Giovanni/Cinecittà","4,187,178","1,252,855","Private room","581753","Coloured room near San Giovanni!","Anna Rita","VII San Giovanni/Cinecittà","4,187,239","1,252,815","Private room"
"98","797304","APARTMENT TRASTEVERE 8 people","Manuela","XII Monte Verde","4,187,931","124,675","Entire home/apt","710876","Apartment at Trastevere Nievo 8people","Manuela","XII Monte Verde","4,188,056","1,246,623","Entire home/apt"
"98","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","703644","Apartment Trastevere 3","Manuela","XII Monte Verde","4,187,964","1,246,622","Entire home/apt"
"98","856744","Campo dè Fiori  - Romantic Terrace","Rent In Rome","I Centro Storico","4,189,504","1,247,462","Entire home/apt","561122","Campo dè Fiori Terrace","Rent In Rome","I Centro Storico","4,189,396","1,247,498","Entire home/apt"
"98","783263","GUEST HOUSE NAVONA2 alloggio turistico autorizzato","Massimo Giuseppe","I Centro Storico","4,190,129","1,247,463","Entire home/apt","561231","GUEST HOUSE NAVONA alloggio turistico autorizzato","Massimo Giuseppe","I Centro Storico","4,190,131","1,247,322","Entire home/apt"
"98","933324","B&B Vaticano/San Pietro Camera doppia/Matrimoniale","Andrea","XIII Aurelia","4,189,787","1,245,507","Private room","874822","B&B Vaticano/San Pietro Camera Matrimoniale","Andrea","XIII Aurelia","4,190,052","1,244,447","Private room"
"98","908444","GIANICOLO SUITE AIRONE B&B","LUIGI And MARIA PIA","XII Monte Verde","418,862","1,245,875","Private room","894714","GIANICOLO SUITE B&B","LUIGI And MARIA PIA","XII Monte Verde","4,188,598","1,245,812","Private room"
"98","995829","2 be home Colosseo b&b ensuite","Lory","I Centro Storico","4,189,116","1,250,236","Private room","995129","2 be home Colosseo b&b","Lory","I Centro Storico","4,189,127","1,250,207","Private room"
"98","954590","Rome@Home146 Monti MONO Top Choice","Annapiera","I Centro Storico","4,189,716","1,249,446","Entire home/apt","944620","Rome@Home146 - Monti Top Choice!!","Annapiera","I Centro Storico","4,189,698","1,249,491","Entire home/apt"
"98","1136842","Navona Queen rooftop Piazza Navona Rome","Matteo","I Centro Storico","4,189,912","1,246,728","Private room","1114163","Navona Queen rooftop  Piazza Navona Roma","Matteo","I Centro Storico","4,189,939","1,246,763","Private room"
"98","1286735","Dormitory mixed  (M and F)3","Romangelo","I Centro Storico","4,189,989","1,250,231","Shared room","1218665","Dormitory mixed  (M and F)","Romangelo","I Centro Storico","4,189,945","1,250,229","Shared room"
"98","1286823","Dormitory mixed  (M and F)","Romangelo","I Centro Storico","4,190,017","125,022","Shared room","1286735","Dormitory mixed  (M and F)3","Romangelo","I Centro Storico","4,189,989","1,250,231","Shared room"
"98","1078734","The Palatine Garden Apartment","Maurizio","I Centro Storico","418,913","1,248,315","Entire home/apt","1663086","The Palatine Garden 2 Apartment","Maurizio","I Centro Storico","418,899","1,248,181","Entire home/apt"
"98","987106","View from the Top","Barry","I Centro Storico","4,189,947","1,246,624","Entire home/apt","2079134","View from the Top Annex","Barry","I Centro Storico","4,189,977","1,246,613","Entire home/apt"
"98","896479","Affitto stanza singola","Annalisa","I Centro Storico","419,123","1,244,991","Private room","4834392","Stanza singola","Annalisa","I Centro Storico","419,119","1,244,869","Private room"
"98","1218665","Dormitory mixed  (M and F)","Romangelo","I Centro Storico","4,189,945","1,250,229","Shared room","6286270","Dormitory mixed  (M and F)4","Romangelo","I Centro Storico","419,002","1,250,312","Shared room"
"98","1286823","Dormitory mixed  (M and F)","Romangelo","I Centro Storico","4,190,017","125,022","Shared room","6286270","Dormitory mixed  (M and F)4","Romangelo","I Centro Storico","419,002","1,250,312","Shared room"
"98","1215739","La Dolce Vita","Pierfrancesco","I Centro Storico","4,190,383","1,248,701","Entire home/apt","4408563","La Dolce Vita Two","Pierfrancesco","I Centro Storico","4,190,346","1,248,695","Entire home/apt"
"98","809637","TRASTEVERE 9 apartment","Manuela","XII Monte Verde","4,188,029","124,681","Entire home/apt","4609042","Trastevere 9 bed apartment","Manuela","XII Monte Verde","4,187,905","124,681","Entire home/apt"
"98","703644","Apartment Trastevere 3","Manuela","XII Monte Verde","4,187,964","1,246,622","Entire home/apt","4610124","Apartment Trastevere","Manuela","XII Monte Verde","418,806","1,246,775","Entire home/apt"
"98","962044","Sweet Room#Terrace#Metro B","Luigi","VIII Appia Antica","4,185,076","1,247,761","Private room","12596517","Sweet Double Room#Terrace#Metro B","Luigi","VIII Appia Antica","4,185,251","1,247,712","Private room"
"98","790163","APARTMENT IN VATICAN AREA","Maria","I Centro Storico","4,190,895","1,246,439","Entire home/apt","11035051","Cozy apartment - Vatican area","Maria","I Centro Storico","4,190,631","124,577","Entire home/apt"
"98","1274186","SUPER CENTRAL APARTMENT 2","Sean","I Centro Storico","418,962","1,247,315","Entire home/apt","11411137","SUPER CENTRAL APARTMENT","Sean","I Centro Storico","4,189,383","1,247,343","Entire home/apt"
"98","923109","sweethome","Valentina","II Parioli/Nomentano","4,191,801","1,252,387","Entire home/apt","14276832","Sweet Home Colosseo","Valentina","I Centro Storico","4,188,793","1,249,581","Entire home/apt"
"98","1120573","Youth Station Hostel - Rome","Marco","II Parioli/Nomentano","4,191,486","1,252,224","Shared room","21875866","Youth Station Hostel","Marco","II Parioli/Nomentano","4,191,348","1,252,129","Shared room"
"98","834023","Trastevere mattonato heart of rome","Ilaria","I Centro Storico","4,189,101","1,246,877","Entire home/apt","18183753","Trastevere Mattonato Heart of Rome 2","Ilaria","I Centro Storico","4,188,953","1,246,834","Entire home/apt"
"98","1245294","Cheap Room to rent in Rome!","Claudia","III Monte Sacro","4,193,807","1,253,572","Private room","19931206","Cheap rooms to rent in Rome/2","Claudia","III Monte Sacro","4,193,829","1,253,621","Private room"
"98","1019643","Newly restored Spanish Steps area","Giacomo","I Centro Storico","4,190,802","1,247,867","Entire home/apt","25887796","Newly restored with terrace in Spanish Steps area","Giacomo","I Centro Storico","4,190,842","1,247,904","Entire home/apt"
"98","1223667","Green single room in Pigneto Subway C","Nezha","V Prenestino/Centocelle","4,188,998","1,253,204","Private room","23125972","Single Room in the  Pigneto Subway C","Nezha","V Prenestino/Centocelle","4,189,018","1,253,289","Private room"
"98","778087","Tripla","Corrado","I Centro Storico","4,189,339","1,250,688","Private room","24017443","Tripla Deluxe","Corrado","I Centro Storico","4,189,746","1,250,095","Private room"
"98","1234389","House Maximo at Colosseum","Olga","I Centro Storico","418,882","1,250,932","Entire home/apt","27949151","HOUSE MAXIMO AT COLOSSEUM SUITE","Olga","I Centro Storico","4,188,805","1,250,724","Entire home/apt"
"98","967339","Target Inn Hotel","Target Inn Rome","I Centro Storico","4,190,291","1,249,388","Private room","23071758","Suite Target Inn Hotel","Target Inn Rome","I Centro Storico","4,190,126","1,249,581","Private room"
"98","561736","Room 2 - pvt bathroom near Colosseum","Luca-Paola - B&B In My Place","I Centro Storico","4,189,247","1,251,379","Private room","31354921","Room 2 - pvt bathroom - near Colosseum","Paola-Luca B&B In My Place","I Centro Storico","4,189,351","1,251,281","Private room"
"98","971672","St. Peter - Big and quiet apartment","Nicola","I Centro Storico","4,191,011","1,246,043","Entire home/apt","34446400","St. Peter - Big, quite and comfortable apartment","Nicola","I Centro Storico","4,191,029","1,245,509","Entire home/apt"
"98","1084807","St. Peter-Big, quiet & comfortable","Nicola","I Centro Storico","4,190,857","1,245,875","Entire home/apt","34446400","St. Peter - Big, quite and comfortable apartment","Nicola","I Centro Storico","4,191,029","1,245,509","Entire home/apt"
"97","922212","Domus Diana - guest accomodation","Diana","I Centro Storico","418,902","1,250,118","Private room","359979","Domus Diana","Diana","I Centro Storico","4,189,373","1,250,093","Private room"
"97","1112762","ROME CENTRE COLOSSEUM **WiFI **","Edo & Melany","I Centro Storico","4,189,066","1,249,715","Entire home/apt","576496","ROME CENTRE COLOSSEUM **Wi fi ! ***","Edo & Melany","I Centro Storico","4,189,073","124,953","Entire home/apt"
"97","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","648816","APARTMENT TRASTEVERE Nievo B8","Manuela","XII Monte Verde","4,187,984","1,246,801","Entire home/apt"
"97","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","710876","Apartment at Trastevere Nievo 8people","Manuela","XII Monte Verde","4,188,056","1,246,623","Entire home/apt"
"97","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","711027","APARTMENT TRASTEVERE NIEVO B2","Manuela","XII Monte Verde","4,188,073","1,246,791","Entire home/apt"
"97","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","859809","Apartment at Trastevere Nievo B7","Manuela","XII Monte Verde","4,188,082","1,246,768","Entire home/apt"
"97","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","797304","APARTMENT TRASTEVERE 8 people","Manuela","XII Monte Verde","4,187,931","124,675","Entire home/apt"
"97","804631","Cibele B&B - Rome Center Air Room","Emma","I Centro Storico","41,895","1,249,246","Private room","804601","Cibele B&B - Rome Center Earth Room","Emma","I Centro Storico","4,189,555","124,908","Private room"
"97","1086384","il fascino di roma","Alessia","VII San Giovanni/Cinecittà","4,187,261","1,252,242","Private room","1086364","TURRA BEB IL FASCINO DI ROMA","Alessia","VII San Giovanni/Cinecittà","4,187,406","1,252,259","Private room"
"97","995760","Nice room with balcony in San Saba","Tiziana","I Centro Storico","4,187,895","1,248,363","Private room","1362773","Nice room w/ balcony in San Saba 2","Tiziana","I Centro Storico","4,187,778","1,248,345","Private room"
"97","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","2001397","Apartment Trastevere 8 people","Manuela","XII Monte Verde","4,188,073","1,246,606","Entire home/apt"
"97","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","2698955","Apartment 9 beds Trastevere","Manuela","XII Monte Verde","4,188,038","1,246,597","Entire home/apt"
"97","808450","IN THE HEART OF ROME","Francesca","I Centro Storico","4,189,553","1,247,337","Entire home/apt","3778842","The very heart of Rome. Trevi!","Francesca","I Centro Storico","4,190,066","1,248,322","Entire home/apt"
"97","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","4578711","Apartment at Trastevere Nievo B5","Manuela","XII Monte Verde","4,188,091","1,246,736","Entire home/apt"
"97","808450","IN THE HEART OF ROME","Francesca","I Centro Storico","4,189,553","1,247,337","Entire home/apt","5342976","Feel at home in the heart of Rome","Francesca","I Centro Storico","4,190,678","1,246,314","Entire home/apt"
"97","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","4609278","Apartment at Trastevere 9 beds","Manuela","XII Monte Verde","4,187,949","1,246,776","Entire home/apt"
"97","711027","APARTMENT TRASTEVERE NIEVO B2","Manuela","XII Monte Verde","4,188,073","1,246,791","Entire home/apt","4610124","Apartment Trastevere","Manuela","XII Monte Verde","418,806","1,246,775","Entire home/apt"
"97","859809","Apartment at Trastevere Nievo B7","Manuela","XII Monte Verde","4,188,082","1,246,768","Entire home/apt","4610124","Apartment Trastevere","Manuela","XII Monte Verde","418,806","1,246,775","Entire home/apt"
"97","797304","APARTMENT TRASTEVERE 8 people","Manuela","XII Monte Verde","4,187,931","124,675","Entire home/apt","4610124","Apartment Trastevere","Manuela","XII Monte Verde","418,806","1,246,775","Entire home/apt"
"97","808450","IN THE HEART OF ROME","Francesca","I Centro Storico","4,189,553","1,247,337","Entire home/apt","10961012","EXCLUSIVE APARTMENT in the heart of Rome","Francesca","I Centro Storico","4,190,753","1,249,614","Entire home/apt"
"97","1181365","Coronari center cozy penthouse & amazing terrace","King Edward","I Centro Storico","4,190,035","1,246,881","Entire home/apt","18387453","Cozy penthouse & amazing terrace","King Edward","I Centro Storico","4,189,586","1,249,211","Entire home/apt"
"97","772482","Family room","George","I Centro Storico","4,188,897","1,250,734","Private room","16583516","Nice Villa Family Room","George","I Centro Storico","4,189,074","1,251,168","Private room"
"97","808450","IN THE HEART OF ROME","Francesca","I Centro Storico","4,189,553","1,247,337","Entire home/apt","19187386","Nice apartment in the heart of Rome","Francesca","I Centro Storico","4,190,048","1,247,021","Entire home/apt"
"97","967339","Target Inn Hotel","Target Inn Rome","I Centro Storico","4,190,291","1,249,388","Private room","23071653","Quadrupla Deluxe Target Inn Hotel","Target Inn Rome","I Centro Storico","4,190,273","1,249,524","Private room"
"96","809863","Vacanze Romane 2 Roman Holidays","Freddy","XII Monte Verde","4,187,494","124,457","Entire home/apt","172510","Roman Holidays  Vacanze Romane","Freddy","XII Monte Verde","4,187,503","1,244,613","Entire home/apt"
"96","733371","ROMANTIC B&B WITH VERANDA 3PX","Bruna","I Centro Storico","4,190,749","1,244,381","Private room","726285","ROMANTIC B&B WITH VERANDA 2PX","Bruna","I Centro Storico","4,190,637","1,244,347","Private room"
"96","837861","Le Casette di Trastevere-Casetta2","Laura","I Centro Storico","4,189,093","1,246,646","Entire home/apt","782614","Le Casette di Trastevere-Casetta 1","Laura","I Centro Storico","4,189,318","1,247,118","Entire home/apt"
"96","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","809637","TRASTEVERE 9 apartment","Manuela","XII Monte Verde","4,188,029","124,681","Entire home/apt"
"96","1248307","Rome COLOSSEUM - CENTRAL *wifi**","Edo & Melany","I Centro Storico","4,189,041","1,249,581","Entire home/apt","1112762","ROME CENTRE COLOSSEUM **WiFI **","Edo & Melany","I Centro Storico","4,189,066","1,249,715","Entire home/apt"
"96","928637","Room in the center of rome","Alessandro","XII Monte Verde","4,187,811","1,245,896","Private room","8206377","Double room in the center of Rome","Alex","I Centro Storico","419,088","124,949","Private room"
"96","809637","TRASTEVERE 9 apartment","Manuela","XII Monte Verde","4,188,029","124,681","Entire home/apt","4609278","Apartment at Trastevere 9 beds","Manuela","XII Monte Verde","4,187,949","1,246,776","Entire home/apt"
"96","809637","TRASTEVERE 9 apartment","Manuela","XII Monte Verde","4,188,029","124,681","Entire home/apt","4610124","Apartment Trastevere","Manuela","XII Monte Verde","418,806","1,246,775","Entire home/apt"
"96","1008848","Studio Apartment with Balcony I","Sam","XIV Monte Mario","419,094","1,243,471","Entire home/apt","12821694","Studio with Balcony IV","Sam","XIV Monte Mario","419,095","1,243,628","Entire home/apt"
"95","92585","DAB","Alessandro","I Centro Storico","4,190,982","1,249,248","Private room","101801","DAB/1 - b&b","Alessandro","I Centro Storico","4,190,977","1,249,613","Private room"
"95","1047661","WellnessInnRome Shortlet 7people","Emanuela","I Centro Storico","4,190,627","1,250,126","Entire home/apt","59749","WellnessInnRome ShortLet 11people","Emanuela","I Centro Storico","4,190,613","125,006","Entire home/apt"
"95","809637","TRASTEVERE 9 apartment","Manuela","XII Monte Verde","4,188,029","124,681","Entire home/apt","152601","Apartment Trastevere Nievo 9 people","Manuela","XII Monte Verde","4,187,903","1,246,764","Entire home/apt"
"95","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","152601","Apartment Trastevere Nievo 9 people","Manuela","XII Monte Verde","4,187,903","1,246,764","Entire home/apt"
"95","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","152709","Trastevere 6 bed apartment","Manuela","XII Monte Verde","418,806","1,246,548","Entire home/apt"
"95","552958","Romahouse Vatican View Apartment 11","Daniela","XIII Aurelia","4,189,642","1,244,813","Entire home/apt","414211","Romahouse Vatican View Apartment 17","Daniela","XIII Aurelia","4,189,649","1,244,822","Entire home/apt"
"95","561780","Romahouse Vatican View Apartment 15","Daniela","XIII Aurelia","4,189,642","1,244,855","Entire home/apt","414211","Romahouse Vatican View Apartment 17","Daniela","XIII Aurelia","4,189,649","1,244,822","Entire home/apt"
"95","552958","Romahouse Vatican View Apartment 11","Daniela","XIII Aurelia","4,189,642","1,244,813","Entire home/apt","490348","Romahouse Vatican View Apartment 14","Daniela","XIII Aurelia","4,189,471","1,244,824","Entire home/apt"
"95","561780","Romahouse Vatican View Apartment 15","Daniela","XIII Aurelia","4,189,642","1,244,855","Entire home/apt","490348","Romahouse Vatican View Apartment 14","Daniela","XIII Aurelia","4,189,471","1,244,824","Entire home/apt"
"95","561780","Romahouse Vatican View Apartment 15","Daniela","XIII Aurelia","4,189,642","1,244,855","Entire home/apt","400179","Romahouse Vatican View Apartment 11","Daniela","XIII Aurelia","4,189,636","1,244,932","Entire home/apt"
"95","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","539958","Trastevere 6 bed apartment","Manuela","XII Monte Verde","4,187,957","1,246,746","Entire home/apt"
"95","561780","Romahouse Vatican View Apartment 15","Daniela","XIII Aurelia","4,189,642","1,244,855","Entire home/apt","552958","Romahouse Vatican View Apartment 11","Daniela","XIII Aurelia","4,189,642","1,244,813","Entire home/apt"
"95","858936","Apartment with 4 rooms","Alessandro","IV Tiburtina","419,074","1,253,884","Entire home/apt","858935","New wonderful 4 rooms apartment !!","Alessandro","IV Tiburtina","4,190,823","1,253,958","Entire home/apt"
"95","946986","Apartment Trastevere","Manuela","XII Monte Verde","4,187,894","1,246,725","Entire home/apt","777449","Trastevere 8 bed Apartment","Manuela","XII Monte Verde","4,187,942","1,246,635","Entire home/apt"
"95","988700","Guest House & Pool","Paola","XI Arvalia/Portuense","4,182,693","1,240,554","Entire home/apt","897047","Guest House with pool and horses","Maria Paola","III Monte Sacro","4,204,246","1,258,556","Entire home/apt"
"95","1018446","Aquarius Inn, Maison de Charme, S2","Rossana","I Centro Storico","4,190,781","1,250,143","Private room","1009094","Aquarius Inn, Maison de Charme, S1","Rossana","I Centro Storico","4,190,388","1,249,862","Private room"
"95","1024236","Aquarius Inn, Maison de Charme, S3","Rossana","I Centro Storico","4,190,738","1,249,931","Private room","1009094","Aquarius Inn, Maison de Charme, S1","Rossana","I Centro Storico","4,190,388","1,249,862","Private room"
"95","1024236","Aquarius Inn, Maison de Charme, S3","Rossana","I Centro Storico","4,190,738","1,249,931","Private room","1018446","Aquarius Inn, Maison de Charme, S2","Rossana","I Centro Storico","4,190,781","1,250,143","Private room"
